run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.523516	 -0.000095	 -0.000155	 -0.476484	  0.000299	27	0
1	499999.043991	 -0.000191	 -0.000256	 -0.956009	  0.000322	16	0
2	499999.626214	 -0.000075	 -0.000121	 -0.373786	  0.000232	16	0
3	499999.200336	 -0.000160	 -0.000197	 -0.799664	  0.000186	22	0
4	499997.955291	 -0.000409	 -0.000504	 -2.044709	  0.000476	18	0
5	499998.784556	 -0.000243	 -0.000296	 -1.215444	  0.000263	20	0
6	500000.012105	  0.000002	 -0.000009	  0.012105	  0.000057	56	0
7	499999.388033	 -0.000122	 -0.000191	 -0.611967	  0.000343	12	0
8	499999.390254	 -0.000122	 -0.000149	 -0.609746	  0.000136	10	0
9	499998.996877	 -0.000201	 -0.000245	 -1.003123	  0.000221	29	0
