run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.954209	 -0.000009	 -0.000013	 -0.045791	  0.000021	106	0
1	500001.311577	  0.000262	  0.000223	  1.311577	  0.000199	48	0
2	500002.876725	  0.000575	  0.000494	  2.876725	  0.000408	50	0
3	500000.032951	  0.000007	  0.000004	  0.032951	  0.000012	24	0
4	500001.244775	  0.000249	  0.000202	  1.244775	  0.000235	28	0
5	500000.226339	  0.000045	  0.000038	  0.226339	  0.000036	3	0
6	500000.458710	  0.000092	  0.000074	  0.458710	  0.000090	22	0
7	500000.850758	  0.000170	  0.000150	  0.850758	  0.000101	9	0
8	500000.317183	  0.000063	  0.000051	  0.317183	  0.000061	31	0
9	500000.482753	  0.000097	  0.000080	  0.482753	  0.000085	33	0
