run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.332842	  0.000067	  0.000052	  0.332842	  0.000075	6	0
1	500000.157333	  0.000031	  0.000025	  0.157333	  0.000034	8	0
2	500000.556066	  0.000111	  0.000100	  0.556066	  0.000055	9	0
3	500000.241579	  0.000048	  0.000037	  0.241579	  0.000054	6	0
4	500000.092673	  0.000019	  0.000012	  0.092673	  0.000035	4	0
5	500000.075059	  0.000015	  0.000003	  0.075059	  0.000061	12	0
6	500000.440210	  0.000088	  0.000068	  0.440210	  0.000099	6	0
7	500000.184946	  0.000037	  0.000029	  0.184946	  0.000039	8	0
8	500000.177207	  0.000035	  0.000033	  0.177207	  0.000015	8	0
9	500000.076662	  0.000015	  0.000012	  0.076662	  0.000016	8	0
