run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.086916	 -0.000183	 -0.000239	 -0.913084	  0.000283	13	0
1	499999.323105	 -0.000135	 -0.000181	 -0.676895	  0.000228	16	0
2	499998.754608	 -0.000249	 -0.000310	 -1.245392	  0.000307	24	0
3	499999.302608	 -0.000139	 -0.000185	 -0.697392	  0.000228	14	0
4	499999.865365	 -0.000027	 -0.000041	 -0.134635	  0.000072	11	0
5	499999.431086	 -0.000114	 -0.000161	 -0.568914	  0.000237	30	0
6	499998.729671	 -0.000254	 -0.000337	 -1.270329	  0.000414	14	0
7	499999.204768	 -0.000159	 -0.000213	 -0.795232	  0.000268	16	0
8	499999.728394	 -0.000054	 -0.000078	 -0.271606	  0.000117	23	0
9	499999.669958	 -0.000066	 -0.000088	 -0.330042	  0.000111	16	0
