run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.921257	 -0.000216	 -0.000303	 -1.078743	  0.000434	31	0
1	499999.005699	 -0.000199	 -0.000255	 -0.994301	  0.000281	12	0
2	499999.052396	 -0.000190	 -0.000253	 -0.947604	  0.000320	16	0
3	499999.932974	 -0.000013	 -0.000020	 -0.067026	  0.000031	57	0
4	499999.079383	 -0.000184	 -0.000244	 -0.920617	  0.000297	24	0
5	499998.874954	 -0.000225	 -0.000319	 -1.125046	  0.000469	30	0
6	499999.630242	 -0.000074	 -0.000089	 -0.369758	  0.000074	18	0
7	499999.496642	 -0.000101	 -0.000144	 -0.503358	  0.000216	23	0
8	499998.465737	 -0.000307	 -0.000407	 -1.534263	  0.000501	14	0
9	499999.323110	 -0.000135	 -0.000189	 -0.676890	  0.000269	29	0
