run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.592365	  0.000318	  0.000287	  1.592365	  0.000156	52	0
1	499998.504588	 -0.000299	 -0.000434	 -1.495412	  0.000673	5	0
2	500003.203334	  0.000641	  0.000576	  3.203334	  0.000322	58	0
3	500000.436006	  0.000087	  0.000081	  0.436006	  0.000030	46	0
4	500000.491678	  0.000098	  0.000053	  0.491678	  0.000225	16	0
5	500000.603696	  0.000121	  0.000095	  0.603696	  0.000128	40	0
6	500000.016516	  0.000003	 -0.000004	  0.016516	  0.000039	19	0
7	499998.017133	 -0.000397	 -0.000561	 -1.982867	  0.000823	11	0
8	500001.002207	  0.000200	  0.000187	  1.002207	  0.000069	53	0
9	500001.101335	  0.000220	  0.000184	  1.101335	  0.000182	15	0
