run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.637329	  0.000327	  0.000252	  1.637329	  0.000376	120	0
1	500000.968536	  0.000194	  0.000084	  0.968536	  0.000546	16	0
2	500001.945775	  0.000389	  0.000302	  1.945775	  0.000434	115	0
3	500000.239151	  0.000048	  0.000038	  0.239151	  0.000050	92	0
4	500001.086977	  0.000217	  0.000178	  1.086977	  0.000197	37	0
5	500000.643448	  0.000129	  0.000096	  0.643448	  0.000166	87	0
6	500000.132086	  0.000026	  0.000021	  0.132086	  0.000026	47	0
7	500002.139454	  0.000428	  0.000364	  2.139454	  0.000317	46	0
8	500000.492791	  0.000099	  0.000080	  0.492791	  0.000094	94	0
9	500001.062761	  0.000213	  0.000169	  1.062761	  0.000217	31	0
