run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.133032	  0.000427	  0.000404	  2.133032	  0.000115	15	0
1	500002.286065	  0.000457	  0.000428	  2.286065	  0.000148	10	0
2	500001.657349	  0.000331	  0.000308	  1.657349	  0.000117	24	0
3	500002.683058	  0.000537	  0.000502	  2.683058	  0.000174	10	0
4	500002.115262	  0.000423	  0.000382	  2.115262	  0.000205	20	0
5	500002.634938	  0.000527	  0.000479	  2.634938	  0.000242	17	0
6	500001.846785	  0.000369	  0.000343	  1.846785	  0.000130	24	0
7	500001.767161	  0.000353	  0.000329	  1.767161	  0.000122	25	0
8	500002.257427	  0.000451	  0.000424	  2.257427	  0.000137	23	0
9	500001.848939	  0.000370	  0.000308	  1.848939	  0.000309	14	0
