run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.371637	  0.000074	  0.000067	  0.371637	  0.000037	15	0
1	500000.139228	  0.000028	  0.000020	  0.139228	  0.000040	5	0
2	500000.208178	  0.000042	  0.000030	  0.208178	  0.000059	5	0
3	500003.098237	  0.000620	  0.000566	  3.098237	  0.000267	26	0
4	500002.641395	  0.000528	  0.000492	  2.641395	  0.000180	16	0
5	500001.585473	  0.000317	  0.000303	  1.585473	  0.000069	11	0
6	500001.889271	  0.000378	  0.000363	  1.889271	  0.000073	9	0
7	499998.385908	 -0.000323	 -0.000541	 -1.614092	  0.001089	95	0
8	500001.653622	  0.000331	  0.000267	  1.653622	  0.000320	31	0
9	500000.174605	  0.000035	  0.000032	  0.174605	  0.000017	4	0
