run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.086421	  0.000017	 -0.000004	  0.086421	  0.000106	10	0
1	500000.073182	  0.000015	  0.000011	  0.073182	  0.000019	2	0
2	500000.109286	  0.000022	  0.000016	  0.109286	  0.000028	2	0
3	500000.329213	  0.000066	  0.000003	  0.329213	  0.000317	17	0
4	500000.523324	  0.000105	  0.000053	  0.523324	  0.000258	11	0
5	500000.145892	  0.000029	  0.000014	  0.145892	  0.000076	8	0
6	500000.156992	  0.000031	  0.000015	  0.156992	  0.000082	8	0
7	500000.646724	  0.000129	  0.000083	  0.646724	  0.000229	43	0
8	500000.144647	  0.000029	 -0.000028	  0.144647	  0.000284	17	0
9	500000.146422	  0.000029	  0.000006	  0.146422	  0.000116	8	0
