run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.674414	  0.000335	  0.000314	  1.674414	  0.000104	20	0
1	500001.543879	  0.000309	  0.000276	  1.543879	  0.000166	21	0
2	500001.874854	  0.000375	  0.000335	  1.874854	  0.000201	21	0
3	500000.868303	  0.000174	  0.000158	  0.868303	  0.000079	25	0
4	500001.302094	  0.000260	  0.000204	  1.302094	  0.000282	14	0
5	500001.144914	  0.000229	  0.000215	  1.144914	  0.000072	10	0
6	500002.068089	  0.000414	  0.000388	  2.068089	  0.000130	10	0
7	500001.413249	  0.000283	  0.000254	  1.413249	  0.000143	18	0
8	500002.516050	  0.000503	  0.000459	  2.516050	  0.000223	20	0
9	500002.344441	  0.000469	  0.000439	  2.344441	  0.000147	10	0
