run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.038012	 -0.000192	 -0.000379	 -0.961988	  0.000931	57	0
1	499999.265242	 -0.000147	 -0.000251	 -0.734758	  0.000520	45	0
2	499998.765627	 -0.000247	 -0.000353	 -1.234373	  0.000531	47	0
3	499999.440712	 -0.000112	 -0.000201	 -0.559288	  0.000445	70	0
4	499998.533570	 -0.000293	 -0.000394	 -1.466430	  0.000505	23	0
5	500001.746038	  0.000349	  0.000294	  1.746038	  0.000274	12	0
6	500003.145436	  0.000629	  0.000530	  3.145436	  0.000495	12	0
7	499999.792338	 -0.000042	 -0.000112	 -0.207662	  0.000354	42	0
8	499998.813283	 -0.000237	 -0.000362	 -1.186717	  0.000625	49	0
9	500003.582668	  0.000717	  0.000604	  3.582668	  0.000563	12	0
