run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.070534	  0.000614	  0.000504	  3.070534	  0.000550	8	0
1	499998.620669	 -0.000276	 -0.000389	 -1.379331	  0.000567	16	0
2	499998.984883	 -0.000203	 -0.000402	 -1.015117	  0.000994	45	0
3	499999.741247	 -0.000052	 -0.000208	 -0.258753	  0.000780	60	0
4	499998.253985	 -0.000349	 -0.000564	 -1.746015	  0.001076	50	0
5	500002.716087	  0.000543	  0.000446	  2.716087	  0.000487	8	0
6	499999.370003	 -0.000126	 -0.000343	 -0.629997	  0.001086	69	0
7	499998.524772	 -0.000295	 -0.000421	 -1.475228	  0.000630	52	0
8	499998.501007	 -0.000300	 -0.000555	 -1.498993	  0.001274	48	0
9	500000.698207	  0.000140	 -0.000004	  0.698207	  0.000717	71	0
