run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.503389	  0.000901	  0.000759	  4.503389	  0.000708	12	0
1	499998.914487	 -0.000217	 -0.000285	 -1.085513	  0.000340	12	0
2	500000.332259	  0.000066	 -0.000039	  0.332259	  0.000527	70	0
3	500003.093536	  0.000619	  0.000519	  3.093536	  0.000500	12	0
4	499999.931405	 -0.000014	 -0.000279	 -0.068595	  0.001328	58	0
5	499998.206155	 -0.000359	 -0.000522	 -1.793845	  0.000814	49	0
6	499999.167706	 -0.000166	 -0.000368	 -0.832294	  0.001008	58	0
7	499998.606045	 -0.000279	 -0.000454	 -1.393955	  0.000876	47	0
8	500000.791278	  0.000158	 -0.000012	  0.791278	  0.000850	65	0
9	499998.731561	 -0.000254	 -0.000379	 -1.268439	  0.000626	47	0
