run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.950859	  0.000590	  0.000553	  2.950859	  0.000185	10	0
1	500001.059592	  0.000212	  0.000166	  1.059592	  0.000229	7	0
2	500001.278476	  0.000256	  0.000238	  1.278476	  0.000090	24	0
3	500002.044788	  0.000409	  0.000382	  2.044788	  0.000133	10	0
4	500002.234062	  0.000447	  0.000421	  2.234062	  0.000128	23	0
5	500002.838842	  0.000568	  0.000507	  2.838842	  0.000305	21	0
6	500002.276524	  0.000455	  0.000427	  2.276524	  0.000141	22	0
7	500002.657808	  0.000532	  0.000480	  2.657808	  0.000258	20	0
8	500001.694214	  0.000339	  0.000317	  1.694214	  0.000109	26	0
9	500002.516050	  0.000503	  0.000459	  2.516050	  0.000223	20	0
