run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.367894	  0.000074	  0.000003	  0.367894	  0.000354	10	0
1	500000.183396	  0.000037	  0.000025	  0.183396	  0.000058	4	0
2	500000.207073	  0.000041	 -0.000008	  0.207073	  0.000245	9	0
3	500000.118347	  0.000024	 -0.000004	  0.118347	  0.000136	9	0
4	500000.255239	  0.000051	 -0.000004	  0.255239	  0.000273	14	0
5	500000.257768	  0.000052	  0.000036	  0.257768	  0.000078	4	0
6	500000.332726	  0.000067	  0.000003	  0.332726	  0.000318	10	0
7	500000.199250	  0.000040	  0.000007	  0.199250	  0.000165	5	0
8	500000.043617	  0.000009	  0.000003	  0.043617	  0.000028	5	0
9	500000.153542	  0.000031	 -0.000047	  0.153542	  0.000387	10	0
