run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.424277	 -0.000315	 -0.000428	 -1.575723	  0.000563	7	0
1	499999.972882	 -0.000005	 -0.000010	 -0.027118	  0.000024	8	0
2	499998.952056	 -0.000210	 -0.000281	 -1.047944	  0.000355	7	0
3	499999.949321	 -0.000010	 -0.000020	 -0.050679	  0.000050	25	0
4	499999.862909	 -0.000027	 -0.000053	 -0.137091	  0.000126	10	0
5	499999.910068	 -0.000018	 -0.000023	 -0.089932	  0.000027	9	0
6	499998.865876	 -0.000227	 -0.000299	 -1.134124	  0.000362	7	0
7	499999.936910	 -0.000013	 -0.000022	 -0.063090	  0.000049	9	0
8	499999.441399	 -0.000112	 -0.000150	 -0.558601	  0.000189	2	0
9	499998.307976	 -0.000338	 -0.000477	 -1.692024	  0.000693	53	0
