run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.750468	 -0.000050	 -0.000063	 -0.249532	  0.000066	1	0
1	499999.926540	 -0.000015	 -0.000018	 -0.073460	  0.000017	3	0
2	499999.830446	 -0.000034	 -0.000043	 -0.169554	  0.000045	1	0
3	499999.908463	 -0.000018	 -0.000023	 -0.091537	  0.000025	8	0
4	499999.602336	 -0.000080	 -0.000096	 -0.397664	  0.000082	3	0
5	499999.978447	 -0.000004	 -0.000006	 -0.021553	  0.000007	2	0
6	499999.788857	 -0.000042	 -0.000053	 -0.211143	  0.000056	1	0
7	499999.946762	 -0.000011	 -0.000013	 -0.053238	  0.000013	3	0
8	499999.785721	 -0.000043	 -0.000058	 -0.214279	  0.000078	1	0
9	499999.620060	 -0.000076	 -0.000103	 -0.379940	  0.000136	10	0
