run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.388507	  0.000478	  0.000415	  2.388507	  0.000312	10	0
1	500002.053407	  0.000411	  0.000385	  2.053407	  0.000126	22	0
2	500003.308835	  0.000662	  0.000606	  3.308835	  0.000280	25	0
3	500002.869773	  0.000574	  0.000516	  2.869773	  0.000292	22	0
4	500002.157948	  0.000432	  0.000407	  2.157948	  0.000121	14	0
5	500002.247268	  0.000449	  0.000422	  2.247268	  0.000136	23	0
6	500002.092960	  0.000419	  0.000392	  2.092960	  0.000134	26	0
7	500001.799186	  0.000360	  0.000323	  1.799186	  0.000183	26	0
8	500002.858051	  0.000572	  0.000514	  2.858051	  0.000289	18	0
9	500002.416614	  0.000483	  0.000454	  2.416614	  0.000149	25	0
