run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.481550	 -0.000304	 -0.000410	 -1.518450	  0.000533	16	0
1	499999.467120	 -0.000107	 -0.000272	 -0.532880	  0.000829	59	0
2	500004.748191	  0.000950	  0.000844	  4.748191	  0.000530	37	0
3	499998.327527	 -0.000334	 -0.000500	 -1.672473	  0.000829	48	0
4	500000.057146	  0.000011	 -0.000069	  0.057146	  0.000402	38	0
5	499998.820997	 -0.000236	 -0.000449	 -1.179003	  0.001068	64	0
6	500000.888211	  0.000178	 -0.000005	  0.888211	  0.000912	71	0
7	499999.740419	 -0.000052	 -0.000244	 -0.259581	  0.000959	64	0
8	499997.956176	 -0.000409	 -0.000605	 -2.043824	  0.000980	46	0
9	499999.924239	 -0.000015	 -0.000352	 -0.075761	  0.001684	57	0
