run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.929915	 -0.000014	 -0.000021	 -0.070085	  0.000036	11	0
1	499998.005362	 -0.000399	 -0.000508	 -1.994638	  0.000543	32	0
2	499999.938034	 -0.000012	 -0.000018	 -0.061966	  0.000028	38	0
3	499999.984120	 -0.000003	 -0.000037	 -0.015880	  0.000168	8	0
4	499999.945575	 -0.000011	 -0.000014	 -0.054425	  0.000016	7	0
5	500000.013270	  0.000003	  0.000001	  0.013270	  0.000006	5	0
6	499999.827182	 -0.000035	 -0.000043	 -0.172818	  0.000042	2	0
7	499999.985057	 -0.000003	 -0.000004	 -0.014943	  0.000007	4	0
8	499996.957936	 -0.000608	 -0.000780	 -3.042064	  0.000860	21	0
9	499999.793813	 -0.000041	 -0.000057	 -0.206187	  0.000079	41	0
