run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.441222	  0.000088	  0.000074	  0.441222	  0.000070	22	0
1	500001.328988	  0.000266	  0.000212	  1.328988	  0.000267	83	0
2	500000.214960	  0.000043	  0.000041	  0.214960	  0.000009	90	0
3	500001.627618	  0.000326	  0.000295	  1.627618	  0.000152	18	0
4	500000.300351	  0.000060	  0.000058	  0.300351	  0.000012	29	0
5	500000.083067	  0.000017	  0.000013	  0.083067	  0.000020	21	0
6	500000.063638	  0.000013	  0.000012	  0.063638	  0.000006	2	0
7	500000.039339	  0.000008	  0.000005	  0.039339	  0.000016	9	0
8	500003.791604	  0.000758	  0.000696	  3.791604	  0.000313	58	0
9	500000.409400	  0.000082	  0.000077	  0.409400	  0.000022	98	0
