run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.224374	 -0.000155	 -0.000307	 -0.775626	  0.000761	9	0
1	500003.240009	  0.000648	  0.000543	  3.240009	  0.000523	12	0
2	500001.866018	  0.000373	  0.000260	  1.866018	  0.000565	22	0
3	500004.658170	  0.000932	  0.000781	  4.658170	  0.000752	12	0
4	499997.717161	 -0.000457	 -0.000659	 -2.282839	  0.001011	44	0
5	500000.224429	  0.000045	 -0.000022	  0.224429	  0.000333	43	0
6	500003.682884	  0.000737	  0.000621	  3.682884	  0.000578	12	0
7	499998.230771	 -0.000354	 -0.000585	 -1.769229	  0.001158	49	0
8	500003.632042	  0.000726	  0.000610	  3.632042	  0.000582	11	0
9	500003.554994	  0.000711	  0.000451	  3.554994	  0.001301	20	0
