run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.410386	 -0.000118	 -0.000192	 -0.589614	  0.000370	27	0
1	499999.364123	 -0.000127	 -0.000169	 -0.635877	  0.000207	14	0
2	499999.462582	 -0.000107	 -0.000132	 -0.537418	  0.000123	27	0
3	499999.644659	 -0.000071	 -0.000095	 -0.355341	  0.000120	16	0
4	499997.712812	 -0.000457	 -0.000620	 -2.287188	  0.000814	23	0
5	499999.264169	 -0.000147	 -0.000180	 -0.735831	  0.000162	2	0
6	499999.465499	 -0.000107	 -0.000147	 -0.534501	  0.000200	22	0
7	499999.564091	 -0.000087	 -0.000142	 -0.435909	  0.000273	27	0
8	499998.664292	 -0.000267	 -0.000378	 -1.335708	  0.000557	30	0
9	499999.310224	 -0.000138	 -0.000182	 -0.689776	  0.000222	7	0
