run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.284320	  0.000057	  0.000048	  0.284320	  0.000046	10	0
1	500000.220105	  0.000044	  0.000034	  0.220105	  0.000049	6	0
2	500000.150820	  0.000030	  0.000023	  0.150820	  0.000035	8	0
3	500000.082619	  0.000017	  0.000013	  0.082619	  0.000018	8	0
4	500000.220405	  0.000044	 -0.000022	  0.220405	  0.000332	9	0
5	500000.158614	  0.000032	  0.000026	  0.158614	  0.000029	2	0
6	500000.391382	  0.000078	  0.000072	  0.391382	  0.000033	8	0
7	500000.210145	  0.000042	  0.000035	  0.210145	  0.000034	10	0
8	500000.176738	  0.000035	  0.000006	  0.176738	  0.000145	12	0
9	500000.199514	  0.000040	  0.000034	  0.199514	  0.000029	4	0
