run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.909307	  0.000382	  0.000255	  1.909307	  0.000636	36	0
1	500001.722412	  0.000344	  0.000298	  1.722412	  0.000232	4	0
2	500001.106419	  0.000221	  0.000149	  1.106419	  0.000363	23	0
3	500001.506830	  0.000301	  0.000239	  1.506830	  0.000310	39	0
4	500002.898494	  0.000580	  0.000414	  2.898494	  0.000830	17	0
5	500001.492523	  0.000299	  0.000138	  1.492523	  0.000802	34	0
6	500001.306728	  0.000261	  0.000176	  1.306728	  0.000426	52	0
7	500001.067019	  0.000213	  0.000158	  1.067019	  0.000279	13	0
8	500000.568530	  0.000114	  0.000069	  0.568530	  0.000221	36	0
9	500001.308923	  0.000262	  0.000208	  1.308923	  0.000267	38	0
