run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.526105	  0.000105	  0.000082	  0.526105	  0.000118	6	0
1	500000.097151	  0.000019	  0.000004	  0.097151	  0.000080	12	0
2	500000.174652	  0.000035	  0.000020	  0.174652	  0.000074	12	0
3	500000.467939	  0.000094	  0.000087	  0.467939	  0.000035	2	0
4	500000.306000	  0.000061	  0.000047	  0.306000	  0.000069	6	0
5	500000.181540	  0.000036	  0.000021	  0.181540	  0.000077	12	0
6	500000.461141	  0.000092	  0.000085	  0.461141	  0.000034	4	0
7	500000.159419	  0.000032	  0.000011	  0.159419	  0.000107	14	0
8	500000.210375	  0.000042	  0.000039	  0.210375	  0.000017	8	0
9	500000.083199	  0.000017	 -0.000009	  0.083199	  0.000127	9	0
