run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.341391	  0.000068	  0.000061	  0.341391	  0.000035	62	0
1	499999.886216	 -0.000023	 -0.000048	 -0.113784	  0.000126	36	0
2	500000.775494	  0.000155	  0.000144	  0.775494	  0.000054	66	0
3	500000.867710	  0.000174	  0.000159	  0.867710	  0.000074	78	0
4	500000.010904	  0.000002	 -0.000036	  0.010904	  0.000189	44	0
5	500001.418887	  0.000284	  0.000237	  1.418887	  0.000232	102	0
6	499999.941885	 -0.000012	 -0.000017	 -0.058115	  0.000026	2	0
7	500000.492876	  0.000099	  0.000087	  0.492876	  0.000057	42	0
8	499999.603047	 -0.000079	 -0.000117	 -0.396953	  0.000188	5	0
9	500000.077600	  0.000016	 -0.000005	  0.077600	  0.000101	2	0
