run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.412822	  0.000083	  0.000065	  0.412822	  0.000087	161	0
1	499999.645832	 -0.000071	 -0.000107	 -0.354168	  0.000183	99	0
2	500000.528384	  0.000106	  0.000067	  0.528384	  0.000192	172	0
3	499999.756774	 -0.000049	 -0.000103	 -0.243226	  0.000273	201	0
4	500000.800023	  0.000160	  0.000104	  0.800023	  0.000278	113	0
5	500000.186123	  0.000037	 -0.000041	  0.186123	  0.000393	238	0
6	499999.770558	 -0.000046	 -0.000061	 -0.229442	  0.000076	3	0
7	500000.018641	  0.000004	 -0.000029	  0.018641	  0.000165	109	0
8	499998.657467	 -0.000269	 -0.000360	 -1.342533	  0.000458	15	0
9	499998.045968	 -0.000391	 -0.000554	 -1.954032	  0.000814	6	0
