run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.159986	  0.000032	 -0.000001	  0.159986	  0.000163	2	0
1	499999.987210	 -0.000003	 -0.000010	 -0.012790	  0.000038	19	0
2	499999.907886	 -0.000018	 -0.000023	 -0.092114	  0.000023	4	0
3	499999.965204	 -0.000007	 -0.000019	 -0.034796	  0.000059	2	0
4	499999.878524	 -0.000024	 -0.000041	 -0.121476	  0.000084	16	0
5	500000.001917	  0.000000	 -0.000001	  0.001917	  0.000006	12	0
6	500000.014037	  0.000003	 -0.000001	  0.014037	  0.000017	10	0
7	499999.889864	 -0.000022	 -0.000033	 -0.110136	  0.000054	78	0
8	500000.164921	  0.000033	  0.000016	  0.164921	  0.000086	8	0
9	499999.944760	 -0.000011	 -0.000017	 -0.055240	  0.000029	2	0
