run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.005022	  0.000001	 -0.000006	  0.005022	  0.000037	1	0
1	500000.000977	  0.000000	 -0.000000	  0.000977	  0.000003	3	0
2	500000.009767	  0.000002	  0.000001	  0.009767	  0.000004	5	0
3	499999.991642	 -0.000002	 -0.000003	 -0.008358	  0.000008	5	0
4	499999.991622	 -0.000002	 -0.000002	 -0.008378	  0.000003	40	0
5	500000.022839	  0.000005	 -0.000009	  0.022839	  0.000066	1	0
6	500000.206399	  0.000041	  0.000029	  0.206399	  0.000063	4	0
7	500000.012465	  0.000002	 -0.000004	  0.012465	  0.000033	1	0
8	500000.047859	  0.000010	  0.000003	  0.047859	  0.000031	6	0
9	500000.032167	  0.000006	  0.000003	  0.032167	  0.000016	4	0
