run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.722811	  0.000545	  0.000513	  2.722811	  0.000157	10	0
1	500001.452629	  0.000291	  0.000259	  1.452629	  0.000156	21	0
2	500001.792681	  0.000359	  0.000334	  1.792681	  0.000124	26	0
3	500001.506138	  0.000301	  0.000283	  1.506138	  0.000091	23	0
4	500004.010008	  0.000802	  0.000731	  4.010008	  0.000353	19	0
5	500001.961198	  0.000392	  0.000367	  1.961198	  0.000126	26	0
6	500002.621355	  0.000524	  0.000457	  2.621355	  0.000336	11	0
7	500002.363283	  0.000473	  0.000443	  2.363283	  0.000149	10	0
8	500003.135861	  0.000627	  0.000566	  3.135861	  0.000304	20	0
9	500001.862338	  0.000372	  0.000335	  1.862338	  0.000189	18	0
