run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.198401	  0.000840	  0.000711	  4.198401	  0.000641	12	0
1	499999.309669	 -0.000138	 -0.000235	 -0.690331	  0.000486	45	0
2	500000.180270	  0.000036	 -0.000145	  0.180270	  0.000907	68	0
3	499999.218739	 -0.000156	 -0.000299	 -0.781261	  0.000714	63	0
4	499998.184238	 -0.000363	 -0.000549	 -1.815762	  0.000930	45	0
5	500001.120850	  0.000224	 -0.000010	  1.120850	  0.001169	69	0
6	499998.325412	 -0.000335	 -0.000450	 -1.674588	  0.000574	23	0
7	500003.608932	  0.000722	  0.000609	  3.608932	  0.000566	12	0
8	499998.357602	 -0.000328	 -0.000535	 -1.642398	  0.001034	47	0
9	499999.585914	 -0.000083	 -0.000150	 -0.414086	  0.000337	41	0
