run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.490384	  0.000098	  0.000084	  0.490384	  0.000070	46	0
1	500001.202670	  0.000241	  0.000208	  1.202670	  0.000161	99	0
2	500000.494227	  0.000099	  0.000086	  0.494227	  0.000062	16	0
3	500000.751772	  0.000150	  0.000134	  0.751772	  0.000079	54	0
4	500000.006313	  0.000001	  0.000001	  0.006313	  0.000002	3	0
5	500001.364775	  0.000273	  0.000252	  1.364775	  0.000102	66	0
6	500000.520776	  0.000104	  0.000056	  0.520776	  0.000241	69	0
7	500001.009641	  0.000202	  0.000163	  1.009641	  0.000193	102	0
8	500000.506568	  0.000101	  0.000091	  0.506568	  0.000053	97	0
9	500000.116136	  0.000023	 -0.000028	  0.116136	  0.000258	48	0
