run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.119032	  0.000024	 -0.000004	  0.119032	  0.000138	113	0
1	500000.335066	  0.000067	 -0.000010	  0.335066	  0.000386	237	0
2	500000.168260	  0.000034	  0.000007	  0.168260	  0.000133	26	0
3	500000.760547	  0.000152	  0.000116	  0.760547	  0.000183	159	0
4	500000.012219	  0.000002	  0.000001	  0.012219	  0.000007	8	0
5	500000.453432	  0.000091	  0.000022	  0.453432	  0.000344	166	0
6	500000.694590	  0.000139	  0.000098	  0.694590	  0.000203	153	0
7	500000.054578	  0.000011	 -0.000050	  0.054578	  0.000305	235	0
8	500000.018428	  0.000004	 -0.000030	  0.018428	  0.000169	234	0
9	500001.647939	  0.000330	  0.000230	  1.647939	  0.000496	126	0
