run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.496494	 -0.000301	 -0.000399	 -1.503506	  0.000490	14	0
1	499999.445965	 -0.000111	 -0.000170	 -0.554035	  0.000296	11	0
2	499999.449866	 -0.000110	 -0.000151	 -0.550134	  0.000206	22	0
3	499998.916376	 -0.000217	 -0.000307	 -1.083624	  0.000451	12	0
4	499998.844444	 -0.000231	 -0.000288	 -1.155556	  0.000285	24	0
5	499999.502609	 -0.000099	 -0.000162	 -0.497391	  0.000312	27	0
6	499999.453656	 -0.000109	 -0.000136	 -0.546344	  0.000135	24	0
7	499999.159488	 -0.000168	 -0.000231	 -0.840512	  0.000313	22	0
8	499999.647669	 -0.000070	 -0.000100	 -0.352331	  0.000150	12	0
9	499996.907454	 -0.000619	 -0.000797	 -3.092546	  0.000895	2	0
