run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.520736	  0.000104	  0.000081	  0.520736	  0.000117	6	0
1	500000.380279	  0.000076	  0.000047	  0.380279	  0.000143	4	0
2	500000.402369	  0.000080	  0.000074	  0.402369	  0.000034	8	0
3	500000.683172	  0.000137	  0.000126	  0.683172	  0.000051	4	0
4	500000.516391	  0.000103	  0.000093	  0.516391	  0.000051	9	0
5	500000.239815	  0.000048	  0.000040	  0.239815	  0.000039	10	0
6	500000.244157	  0.000049	  0.000044	  0.244157	  0.000024	9	0
7	500000.611849	  0.000122	  0.000112	  0.611849	  0.000052	8	0
8	500000.297926	  0.000060	  0.000052	  0.297926	  0.000039	4	0
9	500000.659625	  0.000132	  0.000122	  0.659625	  0.000050	2	0
