run	wealth	return	value	profit	mdd	transactions	short transactions
0	499997.227279	 -0.000555	 -0.000801	 -2.772721	  0.001233	111	0
1	499998.110203	 -0.000378	 -0.000522	 -1.889797	  0.000719	99	0
2	499996.274016	 -0.000745	 -0.001064	 -3.725984	  0.001594	86	0
3	499998.970798	 -0.000206	 -0.000282	 -1.029202	  0.000381	14	0
4	499999.470949	 -0.000106	 -0.000144	 -0.529051	  0.000190	7	0
5	499999.740462	 -0.000052	 -0.000075	 -0.259538	  0.000115	69	0
6	499998.114353	 -0.000377	 -0.000593	 -1.885647	  0.001079	102	0
7	499997.518888	 -0.000496	 -0.000671	 -2.481112	  0.000873	7	0
8	499997.143047	 -0.000571	 -0.000834	 -2.856953	  0.001315	43	0
9	499999.799062	 -0.000040	 -0.000052	 -0.200938	  0.000058	56	0
