run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.939388	 -0.000012	 -0.000057	 -0.060612	  0.000224	24	0
1	499996.618369	 -0.000676	 -0.001020	 -3.381631	  0.001718	124	0
2	499999.975796	 -0.000005	 -0.000010	 -0.024204	  0.000026	29	0
3	499999.896034	 -0.000021	 -0.000040	 -0.103966	  0.000094	33	0
4	499999.835951	 -0.000033	 -0.000049	 -0.164049	  0.000080	114	0
5	499999.437472	 -0.000113	 -0.000141	 -0.562528	  0.000140	28	0
6	499999.067053	 -0.000187	 -0.000281	 -0.932947	  0.000470	115	0
7	499995.671382	 -0.000866	 -0.001209	 -4.328618	  0.001719	84	0
8	499999.440199	 -0.000112	 -0.000154	 -0.559801	  0.000212	6	0
9	500000.026273	  0.000005	 -0.000014	  0.026273	  0.000096	27	0
