run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.000000	  0.000000	  0.000000	  0.000000	  0.000000	0	0
1	499996.387617	 -0.000722	 -0.000899	 -3.612383	  0.000882	37	0
2	500000.012774	  0.000003	  0.000001	  0.012774	  0.000010	9	0
3	499999.746443	 -0.000051	 -0.000063	 -0.253557	  0.000059	10	0
4	499999.827834	 -0.000034	 -0.000043	 -0.172166	  0.000042	34	0
5	499999.572419	 -0.000086	 -0.000105	 -0.427581	  0.000099	9	0
6	499999.186333	 -0.000163	 -0.000208	 -0.813667	  0.000225	36	0
7	499996.646396	 -0.000671	 -0.000847	 -3.353604	  0.000879	22	0
8	499999.791332	 -0.000042	 -0.000053	 -0.208668	  0.000056	2	0
9	499999.893514	 -0.000021	 -0.000028	 -0.106486	  0.000032	8	0
