run	wealth	return	value	profit	mdd	transactions	short transactions
0	500008.175040	  0.001635	  0.001583	  8.175040	  0.000258	20	0
1	500004.359914	  0.000872	  0.000825	  4.359914	  0.000236	25	0
2	500004.572932	  0.000915	  0.000865	  4.572932	  0.000248	25	0
3	500007.191005	  0.001438	  0.001393	  7.191005	  0.000227	20	0
4	500006.029580	  0.001206	  0.001168	  6.029580	  0.000190	20	0
5	500005.642894	  0.001129	  0.001057	  5.642894	  0.000356	31	0
6	500004.362444	  0.000872	  0.000825	  4.362444	  0.000236	25	0
7	500007.235259	  0.001447	  0.001404	  7.235259	  0.000217	17	0
8	500007.812372	  0.001562	  0.001517	  7.812372	  0.000225	18	0
9	500013.058808	  0.002612	  0.002536	 13.058808	  0.000377	18	0
