run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.143775	 -0.000171	 -0.000235	 -0.856225	  0.000319	22	0
1	499998.812068	 -0.000238	 -0.000289	 -1.187932	  0.000256	4	0
2	499999.815389	 -0.000037	 -0.000055	 -0.184611	  0.000092	23	0
3	499998.512394	 -0.000298	 -0.000390	 -1.487606	  0.000461	13	0
4	499998.771223	 -0.000246	 -0.000295	 -1.228777	  0.000246	18	0
5	499997.669072	 -0.000466	 -0.000597	 -2.330928	  0.000656	18	0
6	499999.780302	 -0.000044	 -0.000062	 -0.219698	  0.000092	14	0
7	499999.462034	 -0.000108	 -0.000175	 -0.537966	  0.000337	27	0
8	499999.453432	 -0.000109	 -0.000156	 -0.546568	  0.000235	23	0
9	499998.983688	 -0.000203	 -0.000290	 -1.016312	  0.000436	23	0
