run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.622837	  0.000125	  0.000114	  0.622837	  0.000052	8	0
1	500000.180332	  0.000036	  0.000027	  0.180332	  0.000046	4	0
2	500000.180538	  0.000036	  0.000031	  0.180538	  0.000024	8	0
3	500000.542210	  0.000108	  0.000084	  0.542210	  0.000122	6	0
4	500000.320361	  0.000064	  0.000054	  0.320361	  0.000052	4	0
5	500000.363724	  0.000073	  0.000026	  0.363724	  0.000235	8	0
6	500000.188724	  0.000038	  0.000033	  0.188724	  0.000024	6	0
7	500000.259613	  0.000052	  0.000044	  0.259613	  0.000042	10	0
8	500000.354360	  0.000071	  0.000065	  0.354360	  0.000029	8	0
9	500000.658885	  0.000132	  0.000121	  0.658885	  0.000055	8	0
