run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.438759	  0.000088	 -0.000008	  0.438759	  0.000481	17	0
1	500000.047936	  0.000010	 -0.000032	  0.047936	  0.000207	17	0
2	499988.875641	 -0.002225	 -0.002729	-11.124359	  0.002520	125	0
3	499996.724457	 -0.000655	 -0.000810	 -3.275543	  0.000773	5	0
4	500000.103837	  0.000021	 -0.000108	  0.103837	  0.000646	17	0
5	499988.389838	 -0.002322	 -0.002879	-11.610162	  0.002783	116	0
6	499994.898101	 -0.001020	 -0.001431	 -5.101899	  0.002052	32	0
7	499992.458354	 -0.001508	 -0.001857	 -7.541646	  0.001743	126	0
8	500000.124784	  0.000025	 -0.000119	  0.124784	  0.000720	17	0
9	500000.285608	  0.000057	 -0.000006	  0.285608	  0.000313	17	0
