01.02.2014	23:10:00	1.34865	1.34890	1.34840	1.34865
02.02.2014	07:10:00	1.3487	1.34890	1.34850	1.3487
02.02.2014	18:10:00	1.348625	1.34955	1.34832	1.348995
02.02.2014	18:20:00	1.349	1.34920	1.34830	1.34865
02.02.2014	18:30:00	1.3486	1.34893	1.34800	1.3487
02.02.2014	18:40:00	1.3487	1.34890	1.34820	1.3484
02.02.2014	18:50:00	1.34843	1.34854	1.34827	1.348385
02.02.2014	19:00:00	1.34838	1.34883	1.34820	1.3487
02.02.2014	19:10:00	1.34875	1.34890	1.34849	1.3487
02.02.2014	19:20:00	1.3487	1.34884	1.34830	1.3485
02.02.2014	19:30:00	1.3485	1.34872	1.34800	1.3484
02.02.2014	19:40:00	1.3484	1.34880	1.34820	1.34845
02.02.2014	19:50:00	1.34845	1.34870	1.34790	1.34823
02.02.2014	20:00:00	1.34825	1.34860	1.34810	1.34845
02.02.2014	20:10:00	1.34835	1.34860	1.34810	1.3483
02.02.2014	20:20:00	1.3484	1.34860	1.34827	1.3484
02.02.2014	20:30:00	1.34844	1.34854	1.34810	1.34838
02.02.2014	20:40:00	1.34845	1.34860	1.34820	1.34837
02.02.2014	20:50:00	1.34839	1.34862	1.34820	1.3483
02.02.2014	21:00:00	1.3483	1.34853	1.34820	1.34838
02.02.2014	21:10:00	1.3484	1.34860	1.34824	1.34837
02.02.2014	21:20:00	1.34835	1.34870	1.34810	1.34828
02.02.2014	21:30:00	1.34824	1.34848	1.34790	1.3482
02.02.2014	21:40:00	1.34822	1.34841	1.34790	1.3481
02.02.2014	21:50:00	1.34805	1.34833	1.34800	1.3482
02.02.2014	22:00:00	1.34819	1.34866	1.34800	1.34835
02.02.2014	22:10:00	1.3484	1.34874	1.34803	1.34846
02.02.2014	22:20:00	1.348455	1.34880	1.34829	1.34867
02.02.2014	22:30:00	1.348675	1.34884	1.34813	1.3484
02.02.2014	22:40:00	1.34837	1.34881	1.34816	1.34864
02.02.2014	22:50:00	1.34865	1.34906	1.34849	1.34889
02.02.2014	23:00:00	1.348905	1.34916	1.34812	1.34867
02.02.2014	23:10:00	1.348685	1.34924	1.34845	1.34907
02.02.2014	23:20:00	1.34906	1.34917	1.34877	1.3489
02.02.2014	23:30:00	1.34891	1.34906	1.34858	1.348705
02.02.2014	23:40:00	1.34869	1.34898	1.34836	1.34875
02.02.2014	23:50:00	1.348745	1.34900	1.34838	1.3485
03.02.2014	00:00:00	1.34847	1.34898	1.34838	1.348735
03.02.2014	00:10:00	1.34873	1.34887	1.34808	1.348485
03.02.2014	00:20:00	1.348475	1.34862	1.34794	1.34815
03.02.2014	00:30:00	1.34815	1.34873	1.34807	1.34865
03.02.2014	00:40:00	1.34869	1.34904	1.34830	1.348855
03.02.2014	00:50:00	1.348865	1.34924	1.34851	1.348965
03.02.2014	01:00:00	1.348955	1.34902	1.34850	1.348645
03.02.2014	01:10:00	1.348645	1.34882	1.34797	1.34843
03.02.2014	01:20:00	1.348405	1.34879	1.34833	1.348655
03.02.2014	01:30:00	1.34862	1.34872	1.34838	1.348565
03.02.2014	01:40:00	1.34856	1.34865	1.34813	1.34843
03.02.2014	01:50:00	1.34842	1.34864	1.34828	1.34855
03.02.2014	02:00:00	1.34855	1.34872	1.34840	1.348525
03.02.2014	02:10:00	1.34852	1.34860	1.34805	1.348155
03.02.2014	02:20:00	1.34816	1.34845	1.34791	1.348225
03.02.2014	02:30:00	1.34822	1.34852	1.34813	1.348325
03.02.2014	02:40:00	1.348325	1.34843	1.34803	1.34825
03.02.2014	02:50:00	1.348255	1.34854	1.34809	1.348415
03.02.2014	03:00:00	1.34841	1.34862	1.34824	1.348515
03.02.2014	03:10:00	1.34852	1.34870	1.34840	1.34848
03.02.2014	03:20:00	1.3485	1.34930	1.34837	1.349075
03.02.2014	03:30:00	1.34909	1.34930	1.34867	1.349015
03.02.2014	03:40:00	1.34905	1.34963	1.34883	1.34931
03.02.2014	03:50:00	1.349335	1.34944	1.34900	1.34911
03.02.2014	04:00:00	1.349095	1.34921	1.34871	1.348825
03.02.2014	04:10:00	1.34883	1.34890	1.34845	1.348645
03.02.2014	04:20:00	1.348655	1.34890	1.34850	1.348705
03.02.2014	04:30:00	1.348665	1.34874	1.34830	1.348675
03.02.2014	04:40:00	1.34867	1.34887	1.34843	1.348545
03.02.2014	04:50:00	1.348545	1.34863	1.34826	1.348385
03.02.2014	05:00:00	1.34839	1.34854	1.34829	1.348375
03.02.2014	05:10:00	1.34839	1.34865	1.34833	1.34855
03.02.2014	05:20:00	1.34855	1.34876	1.34833	1.348425
03.02.2014	05:30:00	1.34843	1.34868	1.34835	1.348465
03.02.2014	05:40:00	1.348465	1.34882	1.34837	1.34875
03.02.2014	05:50:00	1.348745	1.34886	1.34837	1.34862
03.02.2014	06:00:00	1.34858	1.34878	1.34840	1.34855
03.02.2014	06:10:00	1.348555	1.34888	1.34823	1.34855
03.02.2014	06:20:00	1.34856	1.34903	1.34843	1.34895
03.02.2014	06:30:00	1.34895	1.34902	1.34852	1.348735
03.02.2014	06:40:00	1.34875	1.34946	1.34868	1.34926
03.02.2014	06:50:00	1.34926	1.34977	1.34917	1.34947
03.02.2014	07:00:00	1.349475	1.34965	1.34933	1.349565
03.02.2014	07:10:00	1.34956	1.34993	1.34919	1.349555
03.02.2014	07:20:00	1.349555	1.34986	1.34946	1.34976
03.02.2014	07:30:00	1.349755	1.34982	1.34907	1.349235
03.02.2014	07:40:00	1.34924	1.34966	1.34883	1.34891
03.02.2014	07:50:00	1.34894	1.34903	1.34805	1.34846
03.02.2014	08:00:00	1.34846	1.34857	1.34765	1.34807
03.02.2014	08:10:00	1.348075	1.35016	1.34795	1.349695
