run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.443368	  0.000089	  0.000034	  0.443368	  0.000276	216	0
1	499999.477610	 -0.000104	 -0.000177	 -0.522390	  0.000362	74	0
2	500000.793931	  0.000159	  0.000074	  0.793931	  0.000422	247	0
3	499999.867363	 -0.000027	 -0.000033	 -0.132637	  0.000035	6	0
4	500000.001306	  0.000000	 -0.000011	  0.001306	  0.000058	91	0
5	500000.212983	  0.000043	  0.000039	  0.212983	  0.000015	8	0
6	499999.797309	 -0.000041	-9999.000000	 -0.202691	  0.000083	1	0
7	499998.575381	 -0.000285	 -0.000373	 -1.424619	  0.000440	44	0
8	500000.007220	  0.000001	  0.000000	  0.007220	  0.000007	4	0
9	499999.249663	 -0.000150	 -0.000222	 -0.750337	  0.000359	102	0
