run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.051045	  0.000210	  0.000186	  1.051045	  0.000122	91	0
1	499999.246682	 -0.000151	 -0.000246	 -0.753318	  0.000479	30	0
2	500001.748087	  0.000350	  0.000320	  1.748087	  0.000147	93	0
3	500000.015600	  0.000003	  0.000001	  0.015600	  0.000008	1	0
4	500000.298855	  0.000060	  0.000056	  0.298855	  0.000018	34	0
5	500000.097957	  0.000020	  0.000018	  0.097957	  0.000009	2	0
6	499999.914255	 -0.000017	 -0.000025	 -0.085745	  0.000038	1	0
7	499999.643543	 -0.000071	 -0.000120	 -0.356457	  0.000246	15	0
8	500000.004646	  0.000001	  0.000000	  0.004646	  0.000002	3	0
9	500000.884867	  0.000177	  0.000158	  0.884867	  0.000096	43	0
