run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.215053	  0.000243	  0.000208	  1.215053	  0.000174	96	0
1	500000.937033	  0.000187	  0.000170	  0.937033	  0.000087	94	0
2	500001.516457	  0.000303	  0.000273	  1.516457	  0.000154	97	0
3	500001.182160	  0.000236	  0.000213	  1.182160	  0.000115	40	0
4	500001.313704	  0.000263	  0.000206	  1.313704	  0.000282	11	0
5	500001.539108	  0.000308	  0.000283	  1.539108	  0.000124	73	0
6	500001.733708	  0.000347	  0.000308	  1.733708	  0.000194	46	0
7	500001.536867	  0.000307	  0.000264	  1.536867	  0.000218	100	0
8	500001.814156	  0.000363	  0.000325	  1.814156	  0.000187	85	0
9	500001.123273	  0.000225	  0.000209	  1.123273	  0.000080	65	0
