run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.236373	  0.000247	  0.000222	  1.236373	  0.000127	35	0
1	499999.748007	 -0.000050	 -0.000090	 -0.251993	  0.000200	18	0
2	500001.500167	  0.000300	  0.000267	  1.500167	  0.000164	38	0
3	500000.739897	  0.000148	  0.000105	  0.739897	  0.000215	23	0
4	500000.609170	  0.000122	  0.000109	  0.609170	  0.000062	25	0
5	500001.604015	  0.000321	  0.000301	  1.604015	  0.000100	45	0
6	500000.060599	  0.000012	  0.000011	  0.060599	  0.000007	14	0
7	500001.048216	  0.000210	  0.000176	  1.048216	  0.000167	57	0
8	499998.927925	 -0.000214	 -0.000316	 -1.072075	  0.000510	5	0
9	500000.113260	  0.000023	  0.000020	  0.113260	  0.000014	58	0
