run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.760256	  0.000952	  0.000889	  4.760256	  0.000315	27	0
1	500004.275500	  0.000855	  0.000807	  4.275500	  0.000238	4	0
2	500007.639947	  0.001528	  0.001480	  7.639947	  0.000241	20	0
3	500004.654568	  0.000931	  0.000900	  4.654568	  0.000156	22	0
4	500003.711548	  0.000742	  0.000684	  3.711548	  0.000293	32	0
5	500005.668723	  0.001134	  0.001059	  5.668723	  0.000375	27	0
6	500004.888782	  0.000978	  0.000940	  4.888782	  0.000190	7	0
7	500006.071853	  0.001214	  0.001129	  6.071853	  0.000426	31	0
8	500007.206553	  0.001441	  0.001390	  7.206553	  0.000255	18	0
9	500005.642888	  0.001129	  0.001039	  5.642888	  0.000447	32	0
