run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.905100	  0.000581	  0.000452	  2.905100	  0.000645	58	0
1	500000.292472	  0.000058	  0.000048	  0.292472	  0.000052	3	0
2	500005.058494	  0.001012	  0.000836	  5.058494	  0.000881	34	0
3	500002.049442	  0.000410	  0.000306	  2.049442	  0.000519	35	0
4	500002.496608	  0.000499	  0.000345	  2.496608	  0.000772	66	0
5	500003.314093	  0.000663	  0.000492	  3.314093	  0.000856	59	0
6	500004.601878	  0.000920	  0.000821	  4.601878	  0.000497	12	0
7	500003.495699	  0.000699	  0.000496	  3.495699	  0.001015	59	0
8	500005.203286	  0.001041	  0.000818	  5.203286	  0.001113	28	0
9	500003.803237	  0.000761	  0.000525	  3.803237	  0.001177	66	0
