run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.970523	  0.000794	  0.000759	  3.970523	  0.000176	23	0
1	500003.237477	  0.000647	  0.000627	  3.237477	  0.000102	20	0
2	500003.818801	  0.000764	  0.000730	  3.818801	  0.000168	22	0
3	500004.380723	  0.000876	  0.000850	  4.380723	  0.000132	17	0
4	500006.861118	  0.001372	  0.001304	  6.861118	  0.000340	29	0
5	500006.537414	  0.001307	  0.001225	  6.537414	  0.000411	31	0
6	500003.465932	  0.000693	  0.000672	  3.465932	  0.000104	17	0
7	500003.036739	  0.000607	  0.000579	  3.036739	  0.000142	17	0
8	500002.472394	  0.000494	  0.000464	  2.472394	  0.000151	23	0
9	500003.730462	  0.000746	  0.000713	  3.730462	  0.000165	22	0
