run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.514889	  0.000503	  0.000380	  2.514889	  0.000615	50	0
1	500002.145892	  0.000429	  0.000355	  2.145892	  0.000373	34	0
2	500002.626541	  0.000525	  0.000421	  2.626541	  0.000522	50	0
3	500002.589198	  0.000518	  0.000369	  2.589198	  0.000745	27	0
4	500003.650519	  0.000730	  0.000545	  3.650519	  0.000927	62	0
5	500003.719866	  0.000744	  0.000525	  3.719866	  0.001095	66	0
6	500002.049482	  0.000410	  0.000292	  2.049482	  0.000589	27	0
7	500000.565685	  0.000113	  0.000003	  0.565685	  0.000552	37	0
8	500002.283063	  0.000457	  0.000362	  2.283063	  0.000473	50	0
9	500002.439215	  0.000488	  0.000386	  2.439215	  0.000511	50	0
