run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.073324	  0.000615	  0.000468	  3.073324	  0.000732	54	0
1	500004.366592	  0.000873	  0.000788	  4.366592	  0.000427	32	0
2	500003.724120	  0.000745	  0.000505	  3.724120	  0.001201	66	0
3	500002.587943	  0.000518	  0.000371	  2.587943	  0.000731	68	0
4	500002.056906	  0.000411	  0.000277	  2.056906	  0.000674	40	0
5	500001.562977	  0.000313	  0.000170	  1.562977	  0.000713	53	0
6	500003.782649	  0.000757	  0.000521	  3.782649	  0.001175	66	0
7	500001.786305	  0.000357	  0.000272	  1.786305	  0.000425	55	0
8	500001.200139	  0.000240	  0.000146	  1.200139	  0.000469	49	0
9	500003.940030	  0.000788	  0.000627	  3.940030	  0.000805	32	0
