run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.829189	  0.000966	  0.000914	  4.829189	  0.000262	25	0
1	500003.564707	  0.000713	  0.000672	  3.564707	  0.000205	19	0
2	500005.839401	  0.001168	  0.001078	  5.839401	  0.000450	32	0
3	500004.364819	  0.000873	  0.000818	  4.364819	  0.000274	33	0
4	500006.521599	  0.001304	  0.001264	  6.521599	  0.000203	25	0
5	500005.134780	  0.001027	  0.000976	  5.134780	  0.000256	29	0
6	500006.721695	  0.001344	  0.001257	  6.721695	  0.000435	31	0
7	500002.796741	  0.000559	  0.000529	  2.796741	  0.000152	25	0
8	500003.986054	  0.000797	  0.000766	  3.986054	  0.000158	26	0
9	500007.085178	  0.001417	  0.001372	  7.085178	  0.000225	20	0
