run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.836595	  0.000367	  0.000211	  1.836595	  0.000781	32	0
1	500001.817719	  0.000364	  0.000218	  1.817719	  0.000729	32	0
2	500001.386036	  0.000277	  0.000116	  1.386036	  0.000808	34	0
3	500001.886080	  0.000377	  0.000266	  1.886080	  0.000558	26	0
4	500001.932155	  0.000386	  0.000179	  1.932155	  0.001039	34	0
5	500001.717325	  0.000343	  0.000196	  1.717325	  0.000740	28	0
6	500001.955583	  0.000391	  0.000182	  1.955583	  0.001047	34	0
7	500002.235424	  0.000447	  0.000357	  2.235424	  0.000449	43	0
8	500001.844454	  0.000369	  0.000258	  1.844454	  0.000552	40	0
9	500001.589766	  0.000318	  0.000253	  1.589766	  0.000324	43	0
