run	wealth	return	value	profit	mdd	transactions	short transactions
0	499994.890643	 -0.001022	 -0.001849	 -5.109357	  0.004134	109	0
1	500003.038357	  0.000608	 -0.000143	  3.038357	  0.003752	111	0
2	500003.481078	  0.000696	 -0.000284	  3.481078	  0.004900	109	0
3	499993.022274	 -0.001396	 -0.002164	 -6.977726	  0.003843	90	0
4	500001.882124	  0.000376	 -0.000817	  1.882124	  0.005968	109	0
5	499998.506995	 -0.000299	 -0.000893	 -1.493005	  0.002972	95	0
6	500001.956273	  0.000391	 -0.000690	  1.956273	  0.005408	113	0
7	500000.663188	  0.000133	 -0.000061	  0.663188	  0.000970	141	0
8	499995.958917	 -0.000808	 -0.001070	 -4.041083	  0.001310	132	0
9	500000.478448	  0.000096	 -0.000046	  0.478448	  0.000707	140	0
