run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.713961	  0.000743	  0.000595	  3.713961	  0.000740	26	0
1	500002.491594	  0.000498	  0.000389	  2.491594	  0.000545	8	0
2	500002.510453	  0.000502	  0.000383	  2.510453	  0.000597	54	0
3	500003.162639	  0.000633	  0.000468	  3.162639	  0.000822	57	0
4	500003.301222	  0.000660	  0.000503	  3.301222	  0.000785	54	0
5	500001.549492	  0.000310	  0.000191	  1.549492	  0.000595	49	0
6	500001.119417	  0.000224	  0.000092	  1.119417	  0.000661	40	0
7	500002.986317	  0.000597	  0.000484	  2.986317	  0.000567	45	0
8	500001.074965	  0.000215	  0.000090	  1.074965	  0.000627	50	0
9	500002.971087	  0.000594	  0.000447	  2.971087	  0.000734	54	0
