run	wealth	return	value	profit	mdd	transactions	short transactions
0	500006.417642	  0.001284	  0.001243	  6.417642	  0.000203	20	0
1	500004.910945	  0.000982	  0.000954	  4.910945	  0.000139	6	0
2	500003.929151	  0.000786	  0.000743	  3.929151	  0.000213	25	0
3	500005.430988	  0.001086	  0.001014	  5.430988	  0.000359	27	0
4	500005.174618	  0.001035	  0.000979	  5.174618	  0.000280	25	0
5	500004.692774	  0.000939	  0.000897	  4.692774	  0.000207	26	0
6	500002.176106	  0.000435	  0.000404	  2.176106	  0.000156	18	0
7	500004.775365	  0.000955	  0.000913	  4.775365	  0.000210	22	0
8	500003.999192	  0.000800	  0.000759	  3.999192	  0.000207	27	0
9	500004.828077	  0.000966	  0.000913	  4.828077	  0.000262	25	0
