run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.463628	  0.000493	  0.000376	  2.463628	  0.000586	55	0
1	500003.353823	  0.000671	  0.000458	  3.353823	  0.001062	27	0
2	500002.170451	  0.000434	  0.000308	  2.170451	  0.000628	40	0
3	500002.251995	  0.000450	  0.000316	  2.251995	  0.000673	55	0
4	500003.297625	  0.000660	  0.000595	  3.297625	  0.000321	33	0
5	500001.943223	  0.000389	  0.000326	  1.943223	  0.000312	32	0
6	500004.443150	  0.000889	  0.000804	  4.443150	  0.000425	32	0
7	500001.315620	  0.000263	  0.000182	  1.315620	  0.000405	66	0
8	500001.414096	  0.000283	  0.000203	  1.414096	  0.000401	58	0
9	500002.300794	  0.000460	  0.000322	  2.300794	  0.000690	9	0
