run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.871286	  0.000774	  0.000732	  3.871286	  0.000210	25	0
1	500005.916564	  0.001183	  0.001148	  5.916564	  0.000178	17	0
2	500006.187239	  0.001237	  0.001194	  6.187239	  0.000216	25	0
3	500003.916944	  0.000783	  0.000741	  3.916944	  0.000212	25	0
4	500003.018630	  0.000604	  0.000573	  3.018630	  0.000154	19	0
5	500002.350599	  0.000470	  0.000435	  2.350599	  0.000175	26	0
6	500003.539909	  0.000708	  0.000667	  3.539909	  0.000204	19	0
7	500001.968335	  0.000394	  0.000363	  1.968335	  0.000151	32	0
8	500002.422046	  0.000484	  0.000451	  2.422046	  0.000168	30	0
9	500005.211442	  0.001042	  0.001012	  5.211442	  0.000153	6	0
