Generation	Best	Worst	Average
0	    0.001870	-9999.000000	 -429.956861
1	    0.001904	-9999.000000	  -49.994688
2	    0.002228	-9999.000000	  -29.996537
3	    0.002228	-9999.000000	  -49.994470
4	    0.002228	-9999.000000	  -39.995410
5	    0.002228	-9999.000000	  -69.992380
6	    0.002228	-9999.000000	  -49.994317
7	    0.002228	-9999.000000	   -9.998222
8	    0.002228	-9999.000000	  -39.995094
9	    0.002228	-9999.000000	  -59.992901
10	    0.002228	-9999.000000	  -79.990814
11	    0.002228	-9999.000000	  -79.990691
12	    0.002228	-9999.000000	  -39.994635
13	    0.002228	-9999.000000	  -29.995579
14	    0.002228	-9999.000000	  -49.993536
15	    0.002228	-9999.000000	  -19.996470
16	    0.002228	-9999.000000	  -49.993432
17	    0.002228	-9999.000000	  -59.992429
18	    0.002228	-9999.000000	  -39.994384
19	    0.002298	-9999.000000	   -9.997363
20	    0.002298	-9999.000000	  -49.993338
21	    0.002298	-9999.000000	  -19.996293
22	    0.002298	-9999.000000	  -39.994253
23	    0.002298	-9999.000000	  -69.991253
24	    0.002409	-9999.000000	  -39.994259
25	    0.002409	-9999.000000	  -89.989273
26	    0.002426	-9999.000000	  -29.995282
27	    0.002426	-9999.000000	  -49.993290
28	    0.002430	-9999.000000	  -69.991258
29	    0.002430	-9999.000000	  -49.993290
30	    0.002463	-9999.000000	  -59.992288
31	    0.002463	-9999.000000	  -19.996284
32	    0.002483	-9999.000000	  -69.991288
33	    0.002490	-9999.000000	  -89.989265
34	    0.002490	-9999.000000	  -79.990263
Generation	Best	Worst	Average
0	    0.001668	-9999.000000	 -349.964886
1	    0.001668	-9999.000000	  -69.992714
2	    0.002044	-9999.000000	  -19.997558
3	    0.002044	   -0.000123	    0.000534
4	    0.002085	-9999.000000	  -49.994409
5	    0.002085	-9999.000000	  -19.997320
6	    0.002085	-9999.000000	  -19.997194
7	    0.002085	-9999.000000	  -19.996972
8	    0.002085	-9999.000000	  -59.992831
9	    0.002085	-9999.000000	  -39.994758
10	    0.002085	-9999.000000	  -29.995701
11	    0.002085	-9999.000000	  -49.993650
12	    0.002085	-9999.000000	  -49.993607
13	    0.002129	-9999.000000	  -49.993558
14	    0.002179	-9999.000000	  -39.994538
15	    0.002179	-9999.000000	  -99.988485
16	    0.002301	-9999.000000	  -39.994418
17	    0.002301	-9999.000000	  -19.996385
18	    0.002301	-9999.000000	  -29.995382
19	    0.002301	-9999.000000	  -59.992357
20	    0.002301	-9999.000000	  -59.992375
21	    0.002301	-9999.000000	  -39.994319
22	    0.002301	-9999.000000	  -29.995306
23	    0.002369	-9999.000000	  -19.996305
24	    0.002373	-9999.000000	  -69.991291
25	    0.002548	-9999.000000	  -59.992301
26	    0.002548	-9999.000000	  -79.990294
27	    0.002548	-9999.000000	  -39.994285
28	    0.002548	-9999.000000	  -59.992310
29	    0.002548	-9999.000000	  -29.995317
30	    0.002548	-9999.000000	  -49.993267
31	    0.002548	-9999.000000	  -59.992266
32	    0.002548	-9999.000000	  -49.993264
33	    0.002548	-9999.000000	  -39.994251
34	    0.002548	-9999.000000	  -29.995203
Generation	Best	Worst	Average
0	    0.001605	-9999.000000	 -499.949864
1	    0.001605	-9999.000000	  -29.996689
2	    0.002178	-9999.000000	  -19.997533
3	    0.002178	-9999.000000	  -39.995461
4	    0.002178	-9999.000000	   -9.998378
5	    0.002178	-9999.000000	  -39.995253
6	    0.002178	-9999.000000	  -59.993060
7	    0.002178	-9999.000000	  -29.995869
8	    0.002178	-9999.000000	  -19.996752
9	    0.002178	-9999.000000	  -49.993698
10	    0.002178	-9999.000000	  -19.996655
11	    0.002178	-9999.000000	  -29.995622
12	    0.002178	-9999.000000	   -9.997585
13	    0.002178	-9999.000000	  -49.993577
14	    0.002178	-9999.000000	  -59.992553
15	    0.002282	-9999.000000	  -39.994523
16	    0.002282	-9999.000000	   -9.997523
17	    0.002320	-9999.000000	  -59.992506
18	    0.002320	-9999.000000	   -9.997513
19	    0.002320	-9999.000000	  -29.995471
20	    0.002320	-9999.000000	  -59.992429
21	    0.002320	-9999.000000	  -29.995391
22	    0.002320	-9999.000000	  -39.994371
23	    0.002320	-9999.000000	  -59.992362
24	    0.002320	-9999.000000	  -69.991338
25	    0.002341	-9999.000000	  -49.993372
