run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.851622	  0.000170	  0.000140	  0.851622	  0.000154	3	0
1	500001.222654	  0.000245	  0.000182	  1.222654	  0.000315	12	0
2	500000.733793	  0.000147	  0.000119	  0.733793	  0.000137	7	0
3	500001.747046	  0.000349	  0.000245	  1.747046	  0.000524	40	0
4	500000.670636	  0.000134	  0.000110	  0.670636	  0.000119	2	0
5	500001.616016	  0.000323	  0.000252	  1.616016	  0.000358	19	0
6	500001.030168	  0.000206	  0.000168	  1.030168	  0.000190	3	0
7	500001.254127	  0.000251	  0.000146	  1.254127	  0.000523	33	0
8	500000.933521	  0.000187	  0.000007	  0.933521	  0.000897	13	0
9	500002.001790	  0.000400	  0.000319	  2.001790	  0.000405	38	0
