run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.000188	  0.000000	 -0.000000	  0.000188	  0.000001	4	0
1	500000.174728	  0.000035	  0.000031	  0.174728	  0.000021	3	0
2	500000.223020	  0.000045	  0.000043	  0.223020	  0.000010	8	0
3	500000.075965	  0.000015	  0.000014	  0.075965	  0.000005	8	0
4	500000.179910	  0.000036	  0.000022	  0.179910	  0.000071	7	0
5	500000.003068	  0.000001	  0.000000	  0.003068	  0.000003	2	0
6	500000.228046	  0.000046	  0.000043	  0.228046	  0.000015	9	0
7	499999.988893	 -0.000002	 -0.000003	 -0.011107	  0.000003	2	0
8	499999.995188	 -0.000001	 -0.000001	 -0.004812	  0.000002	18	0
9	500000.366379	  0.000073	  0.000069	  0.366379	  0.000023	9	0
